word,phonetic,definition_zh,definition_en,example,tags,audio_file
influenza,",ɪnflu'ɛnzə",n  流行性感冒,an infectious disease that is like a very bad cold,All the medical workers in the region helped to put down the influenza epidemic.,sholvoir;toefl;exam;core,
loan,lon,n 贷款；出借，借出；暂借的东西; vt  借出； 贷给,"an amount of money that you borrow from a bank etc; to lend someone something, especially money",I had to take out a loan to buy my car.,sholvoir;toefl;exam;core,
virtual,ˈvɝ​tʃʊəl,adj  模拟的， 虚拟的； 实际上的， 事实上的,"made, done, seen etc on the Internet or on a computer, rather than in the real world",The website allows you to take a virtual tour of the art gallery.,sholvoir;toefl;exam;core,
squeeze,skwiz,v 挤压；挤入；挤过，塞入；压榨，榨取；,to press something firmly together with your fingers or hand,She smiled as he squeezed her hand.,sholvoir;toefl;exam;core,
endless,ˈɛndlɪs,adj  无止境的， 无穷尽的,"very large in amount, size, or number",an endless stream of visitors,sholvoir;toefl;exam;core,
pound,paʊnd,v 猛击；捣碎；怦怦跳; n  磅； 英镑,"If you pound something, you crush it into a paste or a powder or into very small pieces; a unit for measuring weight, equal to 16  ounce s  or 0.454 kilograms",She pounded the corn kernels.,sholvoir;toefl;exam;core,
load,lod,n 负荷，负担；装载; vt  装载， 使负担,"a large quantity of something that is carried by a vehicle, person etc; to put a program into a computer",The lorry hadshed its load(= the load had fallen off ).,sholvoir;toefl;exam;core,
plantation,plæn'teʃən,n  种植园； 人造林,"a large area of land in a hot country, where crops such as tea, cotton, and sugar are grown",a rubber plantation,sholvoir;toefl;exam;core,
ignore,ɪɡ'nɔr,vt  忽视； 不顾， 不理,to deliberately pay no attention to something that you have been told or that you know about,You can’t ignore the fact that many criminals never go to prison.,sholvoir;toefl;exam;core,
hemisphere,'hɛmɪsfɪr,n  半球； 大脑半球,"a half of the Earth, especially one of the halves above and below the  equator ",the Northern hemisphere,sholvoir;toefl;exam;core,
continuation,kən'tɪnjʊ'eʃən,n  延长， 延续， 持续； 延长物， 扩建物； 延续部分,"something that continues or follows something else that has happened before, without a stop or change",It's the coalition forces who are to blame for the continuation of the war.,sholvoir;toefl;exam;core,
applaud,ə'plɔd,v  鼓掌， 喝彩； 称赞,"to hit your open hands together, to show that you have enjoyed a play, concert, speaker etc",The audience applauded loudly.,sholvoir;toefl;exam;core,
lunar,'lunɚ,adj  月亮的,relating to the Moon or to travel to the Moon,studies of the lunar surface,sholvoir;toefl;exam;core,
poetry,'poətri,n  诗歌； 诗集； 诗意,"poems in general, or the art of writing them",He reads a lot of poetry.,sholvoir;toefl;exam;core,
arrogant,'ærəɡənt,adj  傲慢的， 自大的,behaving in an unpleasant or rude way because you think you are more important than other people,He was unbearably arrogant.,sholvoir;toefl;exam;core,
relay,rɪ'le,vt  转播； 传达， 转述; n  接替人员， 轮换者； 接力赛； 中继设备,"to pass a message from one person or place to another; if people do something in relays, several small groups of them do it, one group after another, so that the activity is continuous",The broadcasts were relayed by satellite.,sholvoir;toefl;exam;core,
permission,pɚ'mɪʃən,n  允许， 同意； 许可证， 书面许可,"If someone who has authority over you gives you permission to do something, they say that they will allow you to do it",He asked permission to leave the room.,sholvoir;toefl;exam;core,
permeate,'pɝmɪet,v  弥漫； 渗透,"if liquid, gas etc permeates something, it enters it and spreads through every part of it",The smell of diesel oil permeated the air.,sholvoir;toefl;exam;core,
monogamous,mə'nɑɡəməs,adj  一夫一妻制的； 单配的,Someone who is monogamous or who has a monogamous relationship has a sexual relationship with only one partner,Do you believe that men are not naturally monogamous?,sholvoir;toefl;exam;core,
schedule,ˈskedʒʊl; skɛdʒʊl,vt 安排，预定; n  时刻表， 日程表； 清单， 明细表,to plan that something will happen at a particular time; a plan of what someone is going to do and when they are going to do it,We will not cancel your holiday less than eight weeks before the scheduled departure date .,sholvoir;toefl;exam;core,
apprehend,",æprɪ'hɛnd",vt  逮捕； 领会， 理解,"if the police apprehend a criminal, they catch him or her",The police have failed to apprehend the culprits.,sholvoir;toefl;exam;core,
crippling,'krɪplɪŋ,adj  令人震惊的； 严重损害身体的； 极其有害的,causing so much damage or harm that something no longer works or is no longer effective,the crippling effects of war on the economy,sholvoir;toefl;exam;core,
inherit,ɪn'hɛrɪt,v  继承， 遗传而得,"to receive money, property etc from someone after they have died",inherited wealth,sholvoir;toefl;exam;core,
arduous,'ɑrdʒuəs,adj  费力的， 艰巨的,involving a lot of strength and effort,"...a long, hot and arduous trip.",sholvoir;toefl;exam;core,
interpret,ɪn'tɝprɪt,v  解释， 说明； 理解； 翻译,to translate spoken words from one language into another,"They spoke good Spanish, and promised to interpret for me.",sholvoir;toefl;exam;core,
faction,'fækʃən,n  派别， 派系， 小集团； 派系斗争,"a small group of people within a larger group, who have different ideas from the other members, and who try to get their own ideas accepted",struggles between the different factions within the party,sholvoir;toefl;exam;core,
beach,bitʃ,n  海滩， 湖滩， 河滩,an area of sand or small stones at the edge of the sea or a lake,a sandy beach,sholvoir;toefl;exam;core,
universe,'junɪvɝs,n  宇宙； 世界,"all space, including all the stars and planets",Einstein's equations showed the universe to be expanding.,sholvoir;toefl;exam;core,
blanket,'blæŋkɪt,n  毯子； 覆盖物,"a cover for a bed, usually made of wool",The mud disappeared under a blanket of snow.,sholvoir;toefl;exam;core,
grant,ɡrænt,v 给予，授予；允许，同意；承认; n  拨款； 津贴； 授予物,to give someone something or allow them to have something that they have asked for,Britain could grant Spain’s request .,sholvoir;toefl;exam;core,
recoup,ri'ku:p,vt  收回， 弥补,to get back an amount of money you have lost or spent,The movie will have to be a huge hit to recoup its cost.,sholvoir;toefl;exam;core,
aquifer,'ækwɪfɚ,n  含水土层,"In geology, an aquifer is an area of rock underneath the surface of the earth which absorbs and holds water",A long-term maintenance regime relies solely on natural methods to protect the watershed and aquifer.,sholvoir;toefl;exam;core,
append,ə'pɛnd,vt  附加， 增补,to add something to a piece of writing,She appended a note at the end of the letter.,sholvoir;toefl;exam;core,
newsletter,'nuzlɛtɚ,n  时事通讯,"a short written report of news about a club, organization etc that is sent regularly to people who are interested",The society publishes a newsletter twice a year.,sholvoir;toefl;exam;core,
copilot,"'ko,paɪlət",n  副驾驶员,,"That's me, the copilot, and one of the air stewardesses.",sholvoir;toefl;exam;core,
frigid,'frɪdʒɪd,adj  寒冷的； 冷淡的,a woman who is frigid does not like having sex,The guard looked at us with a frigid stare.,sholvoir;toefl;exam;core,
relic,'rɛlɪk,n  遗物， 遗迹， 遗风,an old object or custom that reminds people of the past or that has lived on from a past time,Roman relics found in a field,sholvoir;toefl;exam;core,
bellows,'bɛloz,n  风箱,A bellows is or bellows are a device used for blowing air into a fire in order to make it burn more fiercely,Music bellows from his insides.,sholvoir;toefl;exam;core,
discount,dɪs'kaʊnt,n  折扣; vt  把…打折扣； 不全信， 漠视， 低估,a reduction in the usual price of something; to reduce the price of something,They are often available at a discount.,sholvoir;toefl;exam;core,
convert,kən'vɝt,v  改变； 转变， 转化,"to change something into a different form, or to change something so that it can be used for a different purpose or in a different way",a 19th-century converted barn,sholvoir;toefl;exam;core,
construct,kən'strʌkt,vt  建造； 创立; n  构想， 观念,"to build something such as a house, bridge, road etc; an idea formed by combining several pieces of information or knowledge",There are plans to construct a new road bridge across the river.,sholvoir;toefl;exam;core,
attempt,ə'tɛmpt,n&vi  尝试； 努力,"an act of trying to do something, especially something difficult",Weather conditions prevented them from attempting the jump.,sholvoir;toefl;exam;core,
rivalry,'raɪvlri,n  竞争 ； 敌对,"a situation in which two or more people, teams, or companies are competing for something, especially over a long period of time, and the feeling of competition between them",The two players have developed a friendly rivalry .,sholvoir;toefl;exam;core,
charisma,kə'rɪzmə,n  超凡魅力； 感召力； 号召力,a natural ability to attract and interest other people and make them admire you,He lacks charisma.,sholvoir;toefl;exam;core,
division,də'vɪʒən,n  除， 除法； 分开， 分隔； 分配； 部分； 分歧， 分裂； 部门,"the act of separating something into two or more different parts, or the way these parts are separated or shared",the traditional division of labour (= the way that particular tasks are shared ) between husband and wife,sholvoir;toefl;exam;core,
balance,'bæləns,vt 使平衡，使均衡; n  天平， 秤； 平衡； 差额； 余款,"if a government balances the budget, they make the amount of money that they spend equal to the amount of money available; a state in which all your weight is evenly spread so that you do not fall",Job losses in manufacturing were balanced by job increases in the service sector.,sholvoir;toefl;exam;core,
stalk,stɔk,v  偷偷接近； 跟踪； 趾高气扬地走; n 茎，梗，柄,"to follow a person or animal quietly in order to catch and attack or kill them; a long narrow part of a plant that supports leaves, fruits, or flowers",a tiger stalking its prey,sholvoir;toefl;exam;core,
