word,phonetic,definition_zh,definition_en,example,tags,audio_file
base,bes,adj  卑鄙的,not having good moral principles,base attitudes and desires,sholvoir;gre;exam;core,
simplistic,sɪm'plɪstɪk,adj  过分简单化的,treating difficult subjects in a way that is too simple,This is a very simplistic approach to the problem.,sholvoir;gre;exam;core,
subordinate,səˈbɔːdɪnɪt (for n. &adj.) ; səˈbɔːdɪˌnet (for v.),adj 次要的；下级的; n  下级,in a less important position than someone else; someone who has a lower position and less authority than someone else in an organization,a subordinate officer,sholvoir;gre;exam;core,
trend,trɛnd,v 趋向，倾向; n  趋势， 倾向,a general tendency in the way a situation is changing or developing,The current trend is towards more part-time employment.,sholvoir;gre;exam;core,
ungainly,ʌn'ɡenli,adj  笨拙的,moving in a way that does not look graceful,a tall ungainly teenager,sholvoir;gre;exam;core,
reminisce,",rɛmɪ'nɪs",v  追忆， 回想,,,sholvoir;gre;exam;core,
itinerary,aɪ'tɪnərɛri,n  旅行路线,a plan or list of the places you will visit on a journey,The next place on our itinerary was Sedona.,sholvoir;gre;exam;core,
pugnacious,pʌg'neʃəs,adj  好斗的,very eager to argue or fight with people,The professor had been pugnacious and irritable.,sholvoir;gre;exam;core,
ragtime,'ræɡtaɪm,adj  使人发笑的， 滑稽的; n 雷格泰姆音乐,a type of music and dancing that has a strong beat and was popular in the US in the early part of the 20th century,"His music, which used most of the conventions of ragtime, also included improvisation and elements of the blues, two aspects that were widely influential in the development of jazz.",sholvoir;gre;exam;core,
incentive,ɪn'sɛntɪv,n  刺激， 诱因， 动机； 刺激因素,,"As an added incentive, there’s a bottle of champagne for the best team.",sholvoir;gre;exam;core,
repudiate,rɪ'pjudɪet,v  拒绝接受， 回绝， 抛弃,to refuse to accept or continue with something,He repudiated all offers of friendship.,sholvoir;gre;exam;core,
maul,mɔl,v  打伤， 伤害,,"6--biological urge to maim, and maul, and…",sholvoir;gre;exam;core,
stealth,stɛlθ,n  秘密行动,"when you do something very quietly, slowly or secretly, so that no one notices you",Cats rely on stealth to catch their prey.,sholvoir;gre;exam;core,
preliminary,prɪ'lɪmɪnɛri,adj  预备的， 初步的， 开始的,"happening before something that is more important, often in order to prepare for it",the preliminary stages of the competition,sholvoir;gre;exam;core,
devious,'divɪəs,adj  不坦诚的； 弯曲的， 迂回的,using dishonest tricks and deceiving people in order to get what you want,a devious politician,sholvoir;gre;exam;core,
obtrude,"əb'tru:d, ɔb-",v  突出； 强加,"if something obtrudes, or you obtrude something, it becomes noticeable where it is not wanted",There are facts which I would not obtrude upon a child.,sholvoir;gre;exam;core,
exceptional,ɪk'sɛpʃənl,adj  特别的,,"But even so, how do they justify the additional complexity over simple buffers and ad-hoc use of other data sources in exceptional cases?",sholvoir;gre;exam;core,
understudy,"'ʌndə,stʌdi",v  充当…的替角; n 预备演员，替角,to be an understudy for a particular actor in a play; an actor who learns a part in a play so that they can act the part if the usual actor is ill,When the play's star broke her leg her understudy wept crocodile tears.,sholvoir;gre;exam;core,
impale,im'peil,v  刺入， 刺穿,"if someone or something is impaled, a sharp pointed object goes through them",Researchers observed one bird impale a rodent on a cactus.,sholvoir;gre;exam;core,
indict,ɪn'daɪt,v  控诉， 起诉,to officially charge someone with a criminal offence,He was later indicted on corruption charges.,sholvoir;gre;exam;core,
deputize,'dɛpjutaɪz,v  代理， 代表,to do the work of someone of a higher rank than you for a short time because they are unable to do it,The president said he could deputize the Florida National Guard to help with security.,sholvoir;gre;exam;core,
convince,kən'vɪns,v  使某人确信； 说服,to make someone feel certain that something is true,"Her arguments didn’t convince everyone, but changes were made.",sholvoir;gre;exam;core,
irritating,'iriteitiŋ,adj  刺激的； 使人愤怒的， 气人的,"an irritating habit, situation etc keeps annoying you",He’s the most irritating man I’ve ever met.,sholvoir;gre;exam;core,
stampede,stæm'pid,v  惊跑， 逃窜,,a herd of stampeding buffalo,sholvoir;gre;exam;core,
terminate,'tɝmɪnet,v  终止， 结束,"if something terminates, or if you terminate it, it ends",The court ruled that the contract must be terminated.,sholvoir;gre;exam;core,
inoffensive,",ɪnə'fɛnsɪv",adj  无害的； 不讨厌的,,"Her husband was a small, inoffensive-looking man.",sholvoir;gre;exam;core,
extension,ɪk'stɛnʃən,n  延伸， 扩展,"the process of making a road, building etc bigger or longer, or the part that is added",Donald’s been given an extension to finish his thesis.,sholvoir;gre;exam;core,
inappreciable,",ɪnə'priʃɪəbl",adj  微不足道的,,,sholvoir;gre;exam;core,
spanking,'spæŋkɪŋ,adj  强烈的； 疾行的,,,sholvoir;gre;exam;core,
architect,'ɑrkɪtɛkt,n  建筑师,someone whose job is to design buildings,James Madison was the principal architect of the constitution.,sholvoir;gre;exam;core,
duplicitous,djuːplɪsɪtəs,adj  两面派的， 奸诈的； 双重的,Someone who is duplicitous is deceitful,"He is a possessive, duplicitous, and unreasonable man.",sholvoir;gre;exam;core,
variability,",vɛrɪə'bɪləti",n  变化性,,"In our world, not only do we have variability, we've got unpredictability.",sholvoir;gre;exam;core,
stolid,'stɑlɪd,adj  无动于衷的,someone who is stolid does not react to situations or seem excited by them when most people would react – used to show disapproval,He conceals his feelings behind a rather stolid manner.,sholvoir;gre;exam;core,
boding,'bodɪŋ,adj  凶兆的， 先兆的; n 凶兆，前兆，预感,,,sholvoir;gre;exam;core,
lout,laʊt,n  蠢人， 笨蛋,,...a drunken lout.,sholvoir;gre;exam;core,
antagonistic,"æn,tæɡə'nɪstɪk",adj  敌对的， 对抗性的,unfriendly; wanting to argue or disagree,an antagonistic attitude,sholvoir;gre;exam;core,
mortgage,'mɔrɡɪdʒ,v  用…作抵押; n 抵押；抵押证书,"if you mortgage your home, land, or property, you borrow money, usually from a bank, and if you cannot pay back the money within a particular period of time, the bank has the right to sell your property in order to get the money you owe it; a legal arrangement by which you borrow money from a bank or similar organization in order to buy a house, and pay back the money over a period of years",We mortgaged our house to start Paul’s business.,sholvoir;gre;exam;core,
falsify,'fɔlsɪfaɪ,v  篡改； 说谎,"to change figures, records etc so that they contain false information",The file was altered to falsify the evidence.,sholvoir;gre;exam;core,
verify,'vɛrɪfaɪ,v  证明， 证实,to state that something is true,His statement was verified by several witnesses.,sholvoir;gre;exam;core,
snobbish,'snɑbɪʃ,adj  势利眼的； 假充绅士的,behaving in a way that shows you think you are better than other people because you are from a higher social class or know more than they do,Her family seems snobbish.,sholvoir;gre;exam;core,
inaugurate,ɪ'nɔɡjəret,v  举行就职典礼； 创始， 开创,to hold an official ceremony when someone starts doing an important job in government,The Turner Prize was inaugurated in 1984.,sholvoir;gre;exam;core,
plenitude,'plɛnɪtud,n  完全； 大量,a large amount of something,a plenitude of wealth,sholvoir;gre;exam;core,
solitude,'sɑlətud,n  孤独,"when you are alone, especially when this is what you enjoy",the solitude of her house on the lake,sholvoir;gre;exam;core,
reward,rɪ'wɔrd,v  酬谢， 奖赏; n 报酬，奖赏,to give something to someone because they have done something good or helpful or have worked for it; something that you get because you have done something good or helpful or have worked hard,The team have worked hard and their efforts have been rewarded with success.,sholvoir;gre;exam;core,
graze,ɡrez,v  吃草； 放牧,"if an animal grazes, or if you graze it, it eats grass that is growing",fields where they used to graze their sheep,sholvoir;gre;exam;core,
ebb,ɛb,v  退潮； 衰退,"if the tide ebbs, it flows away from the shore",Linda’s enthusiasm began to ebb away.,sholvoir;gre;exam;core,
pouch,paʊtʃ,v  使成袋状； 将装入袋内; n 小袋,"a small leather, cloth, or plastic bag that you can keep things in, and which is sometimes attached to a belt",a money pouch,sholvoir;gre;exam;core,
devout,dɪ'vaʊt,adj  虔诚的； 忠诚的， 忠心的,someone who is devout has a very strong belief in a religion,a devout Catholic,sholvoir;gre;exam;core,
comeuppance,kʌm'ʌpəns,n  应得的惩罚， 因果报应,a punishment or something bad which happens to you that you really deserve,You’ll get your comeuppance one day!,sholvoir;gre;exam;core,
distrait,di:s'tre,adj  心不在焉的,absent-minded; abstracted ,The distrait actress fluffed her lines.,sholvoir;gre;exam;core,
bawl,bɔl,v  大叫， 大喊,to shout in a loud voice,"‘Tickets, please!’ bawled the conductor.",sholvoir;gre;exam;core,
devour,dɪ'vaʊɚ,v  狼吞虎咽地吃， 吞食； 贪婪地看,to eat something quickly because you are very hungry,The boys devoured their pancakes.,sholvoir;gre;exam;core,
stir,stɝ,v  刺激,to make someone start doing something,"When a gust of wind blows over, the white yarn curl around, the deviation on the street water, stir spray.",sholvoir;gre;exam;core,
escort,ˈeskɔːrt,v  护送; n  护送者,"to take someone somewhere, especially when you are protecting or guarding them; a person or a group of people or vehicles that go with someone in order to protect or guard them",The shipment was escorted by guards.,sholvoir;gre;exam;core,
avarice,'ævərɪs,n  贪财， 贪婪,a desire to have a lot of money that is considered to be too strong,"He paid a month's rent in advance, just enough to satisfy the landlord's avarice.",sholvoir;gre;exam;core,
pretence,"pri'tens, 'pri:t-",n  假装； 借口,a way of behaving which is intended to make people believe something that is not true,It was all an elaborate pretence .,sholvoir;gre;exam;core,
termite,'tɝmaɪt,n  白蚁,an insect that eats and destroys wood from trees and buildings,"A German man and woman, their faces in close-up, talked about the good and essential symbiotic nature of termite mounds, with subtitles.",sholvoir;gre;exam;core,
libelous,'laɪbələs,adj  诽谤的,,"The chain says it has found upwards of 4,000 messages online containing libelous claims—including photos!",sholvoir;gre;exam;core,
maze,mez,n  迷宫,"a specially designed system of paths, often in a park or public garden, which is difficult to find your way through",We got completely lost in the maze.,sholvoir;gre;exam;core,
unqualified,",ʌn'kwɑlɪfaɪd",adj  无资格的， 不合格的； 无限制的， 绝对的,"not having the right knowledge, experience, or education to do something",unqualified staff,sholvoir;gre;exam;core,
thatch,θætʃ,v 以茅草覆盖; n  茅草屋顶； 茅草," straw  ,  reeds  , leaves etc used to make a roof, or the roof made of them",They would live in a small house with a green door and a new thatch.,sholvoir;gre;exam;core,
desolate,'dɛsələt,adj  荒凉的， 被遗弃的,a place that is desolate is empty and looks sad because there are no people there,a desolate landscape,sholvoir;gre;exam;core,
uproarious,ʌp'rɔrɪəs,adj  骚动的； 喧嚣的； 令人捧腹大笑的,"very noisy, because a lot of people are laughing or shouting",an uproarious party,sholvoir;gre;exam;core,
subdued,səb'dud,adj  柔和的， 缓和的； 温和的,"subdued lighting, colours etc are less bright than usual",Richard seems very subdued tonight.,sholvoir;gre;exam;core,
